,stimLoc,Qthresh,Qthresh_backProp,Qthresh_forwardProp,vpeak,vThreshold,gamma,gammaAIS,deviation,CrossOverPosition,vRS03
0,soma(0.318182),4.000968933105469,4.000968933105469,,-59.91916843487242,-63.0,50.0,20.0,0.0,0.2,0.0
1,soma(0.318182),4.0230560302734375,4.0230560302734375,,-59.884290514329685,-63.0,50.0,20.0,0.1,0.2,0.0
2,soma(0.318182),4.043312072753906,4.043312072753906,,-59.81080745804204,-63.0,50.0,20.0,0.2,0.2,0.0
3,soma(0.318182),4.061737060546875,4.061737060546875,,-59.77497547343946,-63.0,50.0,20.0,0.3,0.2,0.0
4,soma(0.318182),4.077873229980469,4.077873229980469,,-59.710325290509424,-63.0,50.0,20.0,0.4,0.2,0.0
5,soma(0.318182),4.091606140136719,4.091606140136719,,-59.652919914608006,-63.0,50.0,20.0,0.5,0.2,0.0
6,soma(0.318182),4.102592468261719,4.102592468261719,,-59.58853400325153,-63.0,50.0,20.0,0.6,0.2,0.0
7,soma(0.318182),4.110603332519531,4.110603332519531,,-59.51686129529079,-63.0,50.0,20.0,0.7,0.2,0.0
8,soma(0.318182),4.11529541015625,4.11529541015625,,-59.408576951320875,-63.0,50.0,20.0,0.8,0.2,0.0
9,soma(0.318182),4.116554260253906,4.116554260253906,,-59.363218251249194,-63.0,50.0,20.0,0.9,0.2,0.0
10,soma(0.318182),4.113922119140625,4.113922119140625,,-59.29362085227168,-63.0,50.0,20.0,1.0,0.2,0.0
11,soma(0.318182),4.000968933105469,4.000968933105469,,-59.91911053599071,-63.0,50.0,20.0,0.0,0.3,0.0
12,soma(0.318182),4.0042877197265625,4.0042877197265625,,-59.84328815873901,-63.0,50.0,20.0,0.1,0.3,0.0
13,soma(0.318182),4.005775451660156,4.005775451660156,,-59.784004721117306,-63.0,50.0,20.0,0.2,0.3,0.0
14,soma(0.318182),4.005317687988281,4.005317687988281,,-59.73069608955579,-63.0,50.0,20.0,0.3,0.3,0.0
15,soma(0.318182),4.002685546875,4.002685546875,,-59.6246669404232,-63.0,50.0,20.0,0.4,0.3,0.0
16,soma(0.318182),3.9979934692382812,3.9979934692382812,,-59.55132320603824,-63.0,50.0,20.0,0.5,0.3,0.0
17,soma(0.318182),3.9911270141601562,3.9911270141601562,,-59.49500678429855,-63.0,50.0,20.0,0.6,0.3,0.0
18,soma(0.318182),3.9818572998046875,3.9818572998046875,,-59.35803968853532,-63.0,50.0,20.0,0.7,0.3,0.0
19,soma(0.318182),3.9704132080078125,3.9704132080078125,,-59.33454485443165,-63.0,50.0,20.0,0.8,0.3,0.0
20,soma(0.318182),3.9565658569335938,3.9565658569335938,,-59.250086043185526,-63.0,50.0,20.0,0.9,0.3,0.0
21,soma(0.318182),3.9403152465820312,3.9403152465820312,,-59.16232619190599,-63.0,50.0,20.0,1.0,0.3,0.0
22,soma(0.318182),4.000968933105469,4.000968933105469,,-59.919047638169225,-63.0,50.0,20.0,0.0,0.4,0.0
23,soma(0.318182),3.9859771728515625,3.9859771728515625,,-59.80697220212971,-63.0,50.0,20.0,0.1,0.4,0.0
24,soma(0.318182),3.9696121215820312,3.9696121215820312,,-59.77138265331681,-63.0,50.0,20.0,0.2,0.4,0.0
25,soma(0.318182),3.9517593383789062,3.9517593383789062,,-59.697973326863064,-63.0,50.0,20.0,0.3,0.4,0.0
26,soma(0.318182),3.9323043823242188,3.9323043823242188,,-59.52074555349614,-63.0,50.0,20.0,0.4,0.4,0.0
27,soma(0.318182),3.911590576171875,3.911590576171875,,-59.50923528784312,-63.0,50.0,20.0,0.5,0.4,0.0
28,soma(0.318182),3.8893890380859375,3.8893890380859375,,-59.32030981135911,-63.0,50.0,20.0,0.6,0.4,0.0
29,soma(0.318182),3.8659286499023438,3.8659286499023438,,-59.30528661151448,-63.0,50.0,20.0,0.7,0.4,0.0
30,soma(0.318182),3.841094970703125,3.841094970703125,,-59.178186292964625,-63.0,50.0,20.0,0.8,0.4,0.0
31,soma(0.318182),3.8151168823242188,3.8151168823242188,,-59.09709377100083,-63.0,50.0,20.0,0.9,0.4,0.0
32,soma(0.318182),3.7878799438476562,3.7878799438476562,,-58.95824044630481,-63.0,50.0,20.0,1.0,0.4,0.0
33,soma(0.318182),4.000968933105469,4.000968933105469,,-59.91892417353564,-63.0,50.0,20.0,0.0,0.5,0.0
34,soma(0.318182),3.9685821533203125,3.9685821533203125,,-59.85613800578658,-63.0,50.0,20.0,0.1,0.5,0.0
35,soma(0.318182),3.9355087280273438,3.9355087280273438,,-59.76839045173484,-63.0,50.0,20.0,0.2,0.5,0.0
36,soma(0.318182),3.9018630981445312,3.9018630981445312,,-59.67878320859122,-63.0,50.0,20.0,0.3,0.5,0.0
37,soma(0.318182),3.867645263671875,3.867645263671875,,-59.53956319615618,-63.0,50.0,20.0,0.4,0.5,0.0
38,soma(0.318182),3.8330841064453125,3.8330841064453125,,-59.45800489823746,-63.0,50.0,20.0,0.5,0.5,0.0
39,soma(0.318182),3.798065185546875,3.798065185546875,,-59.31198394453887,-63.0,50.0,20.0,0.6,0.5,0.0
40,soma(0.318182),3.7628173828125,3.7628173828125,,-59.22247854672817,-63.0,50.0,20.0,0.7,0.5,0.0
41,soma(0.318182),3.7272262573242188,3.7272262573242188,,-59.046943765395824,-63.0,50.0,20.0,0.8,0.5,0.0
42,soma(0.318182),3.6915206909179688,3.6915206909179688,,-58.9273516163925,-63.0,50.0,20.0,0.9,0.5,0.0
43,soma(0.318182),3.65570068359375,3.65570068359375,,-58.81272490517901,-63.0,50.0,20.0,1.0,0.5,0.0
44,soma(0.318182),4.000968933105469,4.000968933105469,,-59.91903670234763,-63.0,50.0,20.0,0.0,0.6,0.0
45,soma(0.318182),3.95233154296875,3.95233154296875,,-59.83286768671886,-63.0,50.0,20.0,0.1,0.6,0.0
46,soma(0.318182),3.904266357421875,3.904266357421875,,-59.73975801251782,-63.0,50.0,20.0,0.2,0.6,0.0
47,soma(0.318182),3.8567733764648438,3.8567733764648438,,-59.6269673884327,-63.0,50.0,20.0,0.3,0.6,0.0
48,soma(0.318182),3.809967041015625,3.809967041015625,,-59.533826866394065,-63.0,50.0,20.0,0.4,0.6,0.0
49,soma(0.318182),3.76373291015625,3.76373291015625,,-59.3077974142804,-63.0,50.0,20.0,0.5,0.6,0.0
50,soma(0.318182),3.7182998657226562,3.7182998657226562,,-59.2205554900518,-63.0,50.0,20.0,0.6,0.6,0.0
51,soma(0.318182),3.673553466796875,3.673553466796875,,-59.00212603595296,-63.0,50.0,20.0,0.7,0.6,0.0
52,soma(0.318182),3.629608154296875,3.629608154296875,,-58.919701926417076,-63.0,50.0,20.0,0.8,0.6,0.0
53,soma(0.318182),3.5864639282226562,3.5864639282226562,,-58.81560150933177,-63.0,50.0,20.0,0.9,0.6,0.0
54,soma(0.318182),3.54400634765625,3.54400634765625,,-58.97222002931791,-63.0,50.0,20.0,1.0,0.6,0.0
55,soma(0.318182),4.000968933105469,4.000968933105469,,-59.91913200654272,-63.0,50.0,20.0,0.0,0.7,0.0
56,soma(0.318182),3.9377975463867188,3.9377975463867188,,-59.84437750856194,-63.0,50.0,20.0,0.1,0.7,0.0
57,soma(0.318182),3.8764572143554688,3.8764572143554688,,-59.64058502856823,-63.0,50.0,20.0,0.2,0.7,0.0
58,soma(0.318182),3.8171768188476562,3.8171768188476562,,-59.643225313645104,-63.0,50.0,20.0,0.3,0.7,0.0
59,soma(0.318182),3.759613037109375,3.759613037109375,,-59.48682922908466,-63.0,50.0,20.0,0.4,0.7,0.0
60,soma(0.318182),3.7038803100585938,3.7038803100585938,,-59.29792061341233,-63.0,50.0,20.0,0.5,0.7,0.0
61,soma(0.318182),3.6499786376953125,3.6499786376953125,,-59.22019019351467,-63.0,50.0,20.0,0.6,0.7,0.0
62,soma(0.318182),3.5976791381835938,3.5976791381835938,,-59.01694048519789,-63.0,50.0,20.0,0.7,0.7,0.0
63,soma(0.318182),3.5469818115234375,3.5469818115234375,,-59.087058559573144,-63.0,50.0,20.0,0.8,0.7,0.0
64,soma(0.318182),3.4980010986328125,3.4980010986328125,,-58.57768317380345,-63.0,50.0,20.0,0.9,0.7,0.0
65,soma(0.318182),3.4505081176757812,3.4505081176757812,,-58.57152393642679,-63.0,50.0,20.0,1.0,0.7,0.0
66,soma(0.318182),4.000968933105469,4.000968933105469,,-59.91899024227723,-63.0,50.0,20.0,0.0,0.8,0.0
67,soma(0.318182),3.9249801635742188,3.9249801635742188,,-59.840790741891404,-63.0,50.0,20.0,0.1,0.8,0.0
68,soma(0.318182),3.8523101806640625,3.8523101806640625,,-59.73503264124928,-63.0,50.0,20.0,0.2,0.8,0.0
69,soma(0.318182),3.7828445434570312,3.7828445434570312,,-59.611388409666034,-63.0,50.0,20.0,0.3,0.8,0.0
70,soma(0.318182),3.7164688110351562,3.7164688110351562,,-59.51501426590538,-63.0,50.0,20.0,0.4,0.8,0.0
71,soma(0.318182),3.6528396606445312,3.6528396606445312,,-59.3562254057407,-63.0,50.0,20.0,0.5,0.8,0.0
72,soma(0.318182),3.5918426513671875,3.5918426513671875,,-59.085569524782876,-63.0,50.0,20.0,0.6,0.8,0.0
73,soma(0.318182),3.533477783203125,3.533477783203125,,-58.94902292936678,-63.0,50.0,20.0,0.7,0.8,0.0
74,soma(0.318182),3.4774017333984375,3.4774017333984375,,-58.79410241017038,-63.0,50.0,20.0,0.8,0.8,0.0
75,soma(0.318182),3.423614501953125,3.423614501953125,,-58.90134473444484,-63.0,50.0,20.0,0.9,0.8,0.0
76,soma(0.318182),3.3720016479492188,3.3720016479492188,,-59.29050334870264,-63.0,50.0,20.0,1.0,0.8,0.0
